SKU,Model,Name,Description,MSRP,SalePrice,Category,SubCategory,Type,Builder,ComponentType,Badge,CompatibleTools,Tags,SortOrder,Active,Featured,ImageURL,ProductURL,ShippingWeight,BoxLength,BoxWidth,BoxHeight
EA08 430 7901, ,CM12 Charging Circuit,CM12 Charging Circuit,1289.99,1289.99,Accessories,Battery Management,Charging Circuit,STIHL Configurator,Accessory, ,AS Series:AK Series:AP Series, ,1,TRUE,FALSE, , ,,,,
,,,,,,,,,,,,,,,,,,,,,,
