Active,BrandID,ItemType,SKU,AlternateID,PrivateProductID,WebstoreProductID,CheckoutQuantity,LastUpdated,Notes
T,STIHL,Charger,EA10 430 5502,AL1602,57,58,25,2026-09-25,Initial proven DealerSpike ecommerce mapping
